created_at,source,text,label
2020-11-01 15:16:19+00:00,Twitter for Android, byu sinyal nya bngsd banget woy,negatif
2020-11-01 15:14:04+00:00,Twitter for Android, min mau tanya kalo beberapa orang pada ngeluh jaringan telkomsel susah ngaruh ke byuid enggak fyi i used both tbh,netral
2020-11-01 14:48:51+00:00,Twitter for Android, halo nindy byuid telkomsel kualitas sinyal nya mohon ditingkatkan lagi saking bagusnya ping nya 0ms jangan sih,negatif
2020-11-01 14:37:30+00:00,Twitter for Android, halo byuid tadi pas buka byu via web di pc ada promo 10gb 20rb untuk 10 hari pas isi pulsa dan mau beli kok menu,negatif
2020-11-01 14:36:47+00:00,Twitter for Android, sinyal byu kagak stabil padahal deh di paketin buat menonton king emyu,negatif
2020-11-01 14:34:49+00:00,Twitter for iPhone, kalian byu user kalo ngisi pulsa suka susah enggak sih aku ngisi deh 7 jam enggak masuk2,negatif
2020-11-01 14:17:05+00:00,Twitter for Android, wow akhirnya ada provider internet yang bebasin kamu bikin paket internet semuanya semaunya pesan sim cardnya di,positif
2020-11-01 14:06:01+00:00,Twitter for Android, mau tanya pulsa byu sama tsel sama enggak sih bisa di cv enggak,netral
2020-11-01 13:48:15+00:00,Twitter for Android, sedih ketika lihat teman seperjuangan status nya sudah jadi pasien yang biasa nanganin pasien bareng malah sekarang,irrelevant
2020-11-01 13:11:04+00:00,Twitter Web App, ncaa nevada h75 byu u52 utah u425,irrelevant
2020-11-01 12:56:03+00:00,Twitter Web App, punya gua yang dari byu masih utuh dong ahahaha lupa mulu niupnya,positif
2020-11-01 12:32:43+00:00,Twitter Web App, teruntuk orang tua byu yaitu telkomsel tolong lah kasihan mouse sama keyboard saya lagi push rank masalahnya,negatif
2020-11-01 12:12:32+00:00,Twitter for Android, admin byuid buat laporan ganti kartu saja lama banget bagaimana mau bersaing sama tetangga sebelah,negatif
2020-11-01 11:49:47+00:00,Twitter for iPhone, tidada karena sudah setahun ini pakai byu dan sudah nyaman,irrelevant
2020-11-01 11:07:40+00:00,Twitter for Android, thanks byu gtlt semoga tak mengecewakan gtlt byuid,positif
2020-11-01 11:06:56+00:00,Twitter Web App, cek dm please byuid,netral
2020-11-01 10:49:06+00:00,Twitter for Android, memang benar ya gaes kalo kalian pakai kuota yang bikin makin aman jaya banget 2 mbps suka jadi yang paling diandelin buat tethering,netral
2020-11-01 10:41:19+00:00,Twitter for Android, ketika wifi ruma pakai mnc dan paket data byu ampasssss parah,netral
2020-11-01 10:18:33+00:00,Twitter for Android, ada yang punya pengalaman jelek dengan byuid,netral
2020-11-01 09:57:58+00:00,Twitter for Android, woy kantor lu kebakaran kah byuid lelet benar,negatif
2020-11-01 09:37:21+00:00,Twitter for Android, min byuid kok enggak ada sinyal begini lagi genting banget padahal,negatif
2020-11-01 08:43:23+00:00,Twitter for Android, sudah mati lampu at least jangan susah sinyal plis byuid,negatif
2020-11-01 08:19:28+00:00,Twitter for Android, min beli paket kok belum masuk terus ya byuid sudah di dm detailnya,negatif
2020-11-01 08:13:02+00:00,Twitter for Android, listrik nyala baru deh jaringannya benar bukan cuma tselampbyu saja kan ya,netral
2020-11-01 08:10:13+00:00,Twitter for Android, tsel amp byu enggak bisa internetan cuma 2 ini saja yang down atau semua provider,negatif
2020-11-01 07:41:30+00:00,Twitter for iPhone, byu kenapa sih no service,negatif
2020-11-01 07:18:15+00:00,Twitter for Android, byu kenapa enggak ada sinyal anjay wkwk,negatif
2020-11-01 07:15:26+00:00,Twitter for Android, ini sinyal byu yang bermasalah apa rumahku doang sih,negatif
2020-11-01 07:08:40+00:00,Twitter for Android, byu jaringannya mengaco apa bagaimana deh,negatif
2020-11-01 07:02:59+00:00,Twitter for Android, aku sudah kehilangan dia aku enggak mau kehilangan sinyal kalian juga 3careindonesia amp byuid jangan kelamaan,negatif
2020-11-01 06:57:59+00:00,Twitter for Android, jingan telk0m lemot tapi byu enggak ternyata,positif
2020-11-01 06:54:19+00:00,Twitter for Android, internetnya byuid jelek banget anjrit lagi mati lampu begini gua lagi nugas wooooy ahelah kesel banget monangis,negatif
2020-11-01 06:53:23+00:00,Twitter for Android, tolong byuid kasih saya kuota gratis soalnya mati listrik,netral
2020-11-01 06:51:17+00:00,Twitter for Android, byu jeleknya pas lagi hujan deres begini doang ya ternyata hm ok,negatif
2020-11-01 06:50:26+00:00,Twitter for Android, byu kok sinyal lo hilang sih lt3,negatif
2020-11-01 06:50:19+00:00,Twitter for Android, wifi error untung kemarin dapat paketan gratis dari byuid,positif
2020-11-01 06:45:26+00:00,Twitter for Android, byu penyambung hidup,positif
2020-11-01 06:44:18+00:00,Twitter for Android, yang pakai byu lemot enggak,netral
2020-11-01 06:40:29+00:00,Twitter for Android, saat mati lampu orang yang pakai byuid bakal merasa hidupnya kundur 2000tahun kebelakang alias enggak ada jaringan doon,negatif
2020-11-01 06:35:36+00:00,Twitter for Android, lagi ada apedah byu langsung nyungsep begitu jaringannya wqwq,negatif
2020-11-01 06:31:26+00:00,Twitter for Android, untung byuid enggak hilang sinyalnya bisa enggak sih beli lagi pakai acc yang sama mau membelikan buat adek btw byu enggak ada,positif
2020-11-01 06:30:39+00:00,Twitter for Android, sayang banget sama byuid,positif
2020-11-01 06:27:55+00:00,Twitter for Android, byu penyelamat disaat mati lampu awokwowkwok byuid,positif
2020-11-01 06:26:19+00:00,Twitter for Android, mati lampu nah daerah mana saja nih signal byu ku juga enggak ada,negatif
2020-11-01 06:25:36+00:00,Twitter for iPhone, deh mati lampu byu pun takde sinyal byuid,negatif
2020-11-01 06:21:02+00:00,Twitter for Android, 2 tahun yang lalu bukan sih ini gue lupa keren banget enggak mengerti lihat ini gue langsung jatuh cinta sama mer,irrelevant
2020-11-01 06:19:42+00:00,Twitter for Android, tumben banget habis ujan sinyal m3 lebih stabil dibanding byu,negatif
2020-11-01 06:18:49+00:00,Twitter for Android, byu selalu ada disaat2 krusial matilampu byuid,positif
2020-11-01 06:15:59+00:00,Twitter for Android, ind0sat dan byu keren banget gue dapat gratis kuota terus,positif
2020-11-01 06:15:09+00:00,Twitter Web App, kalau digunakan untuk game di hp kadang sinyalnya tiba-tiba drop dan hilang tiba-tiba padahal sinyal sangat baik kalau di mi,negatif
2020-11-01 06:13:50+00:00,Twitter for Android, pkock mati listrik kenapa sinyal byu hilang,negatif
2020-11-01 06:12:57+00:00,Twitter for Android, byu anjimmm sinyalnya enggak jelas tahi,negatif
2020-11-01 06:09:27+00:00,Twitter for Android, sinyal byu sama telkomsel ikutan ngadat,negatif
2020-11-01 06:08:53+00:00,Twitter for iPhone, jangan pakai byu di pasar rumput,negatif
2020-11-01 05:54:19+00:00,Twitter for Android, mbak nindy datang di waktu yang tepat matur suwun byuid,positif
2020-11-01 05:52:22+00:00,Twitter for iPhone, enggak sabar menunggu sim card dari byuid datang,negatif
2020-11-01 05:49:20+00:00,Twitter for Android, terima kasih nindy teraktirannya byuid,positif
2020-11-01 05:28:13+00:00,Twitter for Android, halo byuid saya beli kuota kenapa belum masuk juga ya,negatif
2020-11-01 05:23:30+00:00,Twitter for Android, ini byu ujannya saja enggak jadi tapi sinyalnya elek,negatif
2020-11-01 05:18:47+00:00,Twitter for Android, mantap dari sabtu kemarin masih saja begini cc byuid telkomsel,negatif
2020-11-01 05:18:42+00:00,Twitter for Android, ncaaf western kentucky 10 byu 38 656,irrelevant
2020-11-01 05:10:23+00:00,Twitter for iPhone, kenapa hari ini signalnya jelek banget byuid,negatif
2020-11-01 04:43:07+00:00,Twitter for Android, sekalinya test provider baru malah lag kan anjing anjing lu ya byuid,negatif
2020-11-01 04:28:07+00:00,Twitter for iPhone, byu saja ingat,netral
2020-11-01 04:05:05+00:00,Twitter for iPhone, ncaaf 2h byuwestern kentucky u21,irrelevant
2020-11-01 03:57:40+00:00,Twitter for Android, aaaa senang banget akhirnya sudah sampai byuid,netral
2020-11-01 03:51:45+00:00,Twitter Web App, half byu 35 wku 3,irrelevant
2020-11-01 03:29:33+00:00,Twitter for Android, wow akhirnya ada provider internet yang bebasin kamu bikin paket internet semuanya semaunya pesan sim cardnya di,positif
2020-11-01 03:26:57+00:00,Twitter Web App, boo ya lopa54 42 yard tadi 283 byu byufootball gocougs,irrelevant
2020-11-01 02:58:46+00:00,Twitter Web App, end 1q byu 14 wku 3,irrelevant
2020-11-01 00:55:32+00:00,Twitter for iPhone, gue pakai byuid,netral
2020-11-01 00:37:09+00:00,Twitter for Android, kayaknya kartu byuid enggak cocok buat dipakai ngegame ping naik turun euy sudah beli paket yang mahal pun sama saja,negatif
2020-11-01 00:31:26+00:00,Twitter for iPhone, lebih kencang uploadnya daripada downloadnya sangar nih byuid,positif
2020-11-01 00:02:41+00:00,Twitter for Android, memang byuid yang paling mengerti kebutuhanku kalau bisa harga topping ini jadikan permanen ya,positif
2020-10-31 23:41:24+00:00,Twitter Web App, ncaa nevada h75 byu u52 utah u425,irrelevant
2020-10-31 23:12:51+00:00,Twitter for Android, pakai byuid yang bikin kesel pelayanan komplainnya lama banget kompalin dari siang pun jawabannya cuma template,negatif
2020-10-31 22:48:18+00:00,Twitter for Android, pagi admin mumpung libur yuk cek dm byuid,netral
2020-10-31 21:33:06+00:00,Twitter for iPhone, ucfgtfaugtbyugthoustongtutsa,netral
2020-10-31 20:23:25+00:00,Twitter for Android, ini byu lagi gangguan apa bagaimana deh masa enggak bisa load gambar,negatif
2020-10-31 19:09:45+00:00,Twitter for Android, mengira yang trending nindy byuid bagi kuota,netral
2020-10-31 16:57:45+00:00,Twitter Web App, ini yang trend nindy byuid bukan sih,netral
2020-10-31 16:15:24+00:00,Twitter for Android, min telkomsel byuid kenapa ini dari sore sinyalnya jelek banget sampai h bahkan edge sudah restart hp pun sama saja,negatif
2020-10-31 16:10:01+00:00,Twitter for Android, enggak byu enggak wifi jelek semua sinyalnya,negatif
2020-10-31 15:57:49+00:00,Twitter for iPhone, karena combo sakti dari telkomsel belakangan ini sering tiba-tiba hilang ku move on ke byuid terimakasih tsel untu,positif
2020-10-31 15:53:27+00:00,Twitter for iPhone, sekeluarga kena racun byuid semua wkwkwk tbtb pada meminta di pesenin,positif
2020-10-31 15:35:14+00:00,Twitter for iPhone, saturday cfb osu tt over 375 115 osu fh 65 byu tt over 405 alabama msst over 635 kayak 185 vs juga,irrelevant
2020-10-31 15:30:43+00:00,Twitter for Android, kok sinyalku dari sore hilang ya byuid telkomsel telkomsel gangguan,negatif
2020-10-31 15:27:36+00:00,Twitter for Android, hai admin byuid tolong dong update appsnya kok di tab kaco ya,negatif
2020-10-31 15:11:31+00:00,Twitter for iPhone, byu lemot sebel banget,negatif
2020-10-31 14:40:52+00:00,Twitter for iPhone, ini kenapa sinyal byu ndadak tbtb bosok sih,negatif
2020-10-31 14:39:49+00:00,Twitter for iPhone, mengira yang trendi nindy nya byuid ternyata nindy masterchefina wkwkwk,netral
2020-10-31 14:24:19+00:00,Twitter for Android, byu stop email aku aku ganti ke tsel karena subsidi kuota kampusku enggak bisa kepake di byu,negatif
2020-10-31 14:06:40+00:00,Twitter for Android, mencoba paket unlimiteda byuid yang 1 mbps rasanyaaaa emmmm mantap,positif
2020-10-31 14:05:15+00:00,Twitter for Android, tl adem ya momz aku syuka sekali,irrelevant
2020-10-31 14:03:40+00:00,Twitter for Android, mohon untuk segera ditindak lanjuti pembayaran sudah berhasil tetapi diapk dibelum selesai dan csnya sudah dichat emak,negatif
2020-10-31 14:01:02+00:00,Twitter for Android, wow akhirnya ada provider internet yang bebasin kamu bikin paket internet semuanya semaunya pesan sim cardnya di,positif
2020-10-31 13:50:20+00:00,Twitter for Android, menangis banget masa tetangga gue biasa saja punya gue lemot byuid,negatif
2020-10-31 13:40:50+00:00,Twitter for Android, sabar banget gue 5 hari sama lo byuid,netral
2020-10-31 13:35:15+00:00,Twitter for Android, mu kwezi kwa kwakira kok gukunda igihugu hakozwemo ini bikorwa byu bukorerabushake urubyiruko rwa bakorerabushake ba,irrelevant
2020-10-31 13:34:14+00:00,Twitter for iPhone, iseng-iseng coba byu kali saja lebih murce dari kartu halo,positif
2020-10-31 13:29:10+00:00,Twitter for Android, beberapa hari lalu beli kartu perdana byuid di shopeeid terus tadi sudah sampai cepat skale mengirim pakai,positif
2020-10-31 13:24:08+00:00,Twitter Web App, gue meminta 5k buat isi byu 1gb teman gue malah mengasih 50k,netral
2020-10-31 13:21:28+00:00,Twitter for iPhone, min cek dm byuid,netral
2020-10-31 13:15:09+00:00,Twitter for iPhone, baca baca thread katanya kuota byu murah terus akhirnya beli pengin mencoba tapi gaatau di samarinda ada jaringannya enggak,netral
2020-10-31 12:27:46+00:00,Twitter for Android, nyu bayi byu penyu,irrelevant
2020-10-31 12:09:33+00:00,Twitter for Android, byu sama tri kalo dirumah gue kencengan tri jaringannya,negatif
2020-10-31 11:42:04+00:00,Twitter for Android, min byuid ini promo 15mb jadi 2mb nya sampai kapan ya,netral
2020-10-31 11:35:44+00:00,Twitter for Android, jaringan byuid makin kesini kok makin lemot banget sih,negatif
2020-10-31 11:28:54+00:00,Twitter for Android, baru tau kalo beli byuid dapat sim ejector lumayan,positif
2020-10-31 11:19:07+00:00,Twitter for Android, byu fix enggak ada sinyal di bantul city,negatif
2020-10-31 11:13:41+00:00,Twitter for iPhone, byuid terima kasih karena tidak lag saat hujan badai sayang pokoknya,positif
2020-10-31 11:07:44+00:00,Twitter for Android, byu are joking jelek kali sinyalmu bgst,negatif
2020-10-31 10:55:36+00:00,Twitter for Android, maleminggu lagi dirumah mamah mertua cuaca hujan besar byuid lokasi cihampelas bandung,netral
2020-10-31 10:55:26+00:00,Twitter for Android, nugguin kartu sim byuid berasa nuggu jodoh alias enggak sabar banget pengin ketemu,netral
2020-10-31 10:55:21+00:00,Twitter Web App, byu kenapa tbtb 3g,negatif
2020-10-31 10:40:10+00:00,Twitter Web App, hm sepertinya byu sedang ingin aku ajak ribut,negatif
2020-10-31 10:37:26+00:00,Twitter for Android, meminta tolong infonya dimana bisa beli kartu byu di makassar supirpete2 terima kasih,netral
2020-10-31 10:20:25+00:00,Twitter for Android, saya berharap byuid ada kuota topping khusus quora dan showroom tapi peminatnya sedikit sih hanya sekelompok orang tertentu,netral
2020-10-31 10:03:51+00:00,Twitter for Android, jame patung kewan opo tapi kui,irrelevant
2020-10-31 09:08:22+00:00,Twitter for iPhone, setelah byu punya telkomsel sekarang liveon kepunyaan xlaxiatatbk,netral
2020-10-31 08:53:30+00:00,Twitter for Android, kalo lagi ujan begini hawanya pengin gelut sama sinyal byu,negatif
2020-10-31 08:44:13+00:00,Twitter for Android, mungkin aku bukan pujangga yang pandai merangkai kata,irrelevant
2020-10-31 08:13:15+00:00,Twitter for iPhone, di tebing tinggi sumut sudah ada jaringan byuid,positif
2020-10-31 07:29:02+00:00,Twitter Web App, tetiba ada sms dari byuid ternyata kita sudah 1 tahun bersama ya semoga langgeng terus happy 1st anniversary,positif
2020-10-31 07:26:00+00:00,Twitter for Android, hi byuid mau tanya dong maksudnya kuota cuan apaan ya mohon maaf saya masih newbie nih wkwk,netral
2020-10-31 07:19:23+00:00,Twitter for Android, sinyal byu sama kayak sinyal telkomsel,netral
2020-10-31 06:37:41+00:00,Twitter for Android, sayang banget sama nindi terus saja ya kasih bonus anniversary begini ya semoga kita makin langgeng byuid,positif
2020-10-31 06:33:28+00:00,Twitter for Android, ada dm dari byu tuh eveyhvmmond,netral
2020-10-31 06:30:05+00:00,Twitter for Android, admin byuid enggak ada yang online kah,netral
2020-10-31 06:27:53+00:00,Twitter for Android, masang wifi teu bisa tadina kartu byu alus jadi hese jaringan oge goblog pisan,negatif
2020-10-31 06:21:49+00:00,Twitter for Android, mau pasang template canva ku muter muter mulu enggak jelas banget please lah byu sampai kuotaku habis please kerjasamanya,negatif
2020-10-31 06:16:29+00:00,Twitter for Android, gemas banget kayak dapat surat byuid,positif
2020-10-31 06:14:21+00:00,Twitter for Android, komplain cs di apliaksi enggak responini tadi beli kuota sudah tf juga enggak masuk2 byuid,negatif
2020-10-31 05:53:36+00:00,Twitter Web App, kenapa sinyal byuid jadi jelek begini deh buka twitter ig yutub gugel padahal wa sama tele lancar tolong perbaiki dong,negatif
2020-10-31 05:33:28+00:00,Twitter for Android, kaget tibatiba dapat notif dikasih kuota gratis 2gb terima kasih banyaaakkk byuid,positif
2020-10-31 05:26:54+00:00,Twitter for Android, lama lama aku bawa perasaan sama etminnya byu,positif
2020-10-31 05:26:44+00:00,Twitter for Android, ku kira akan berbeda ternyata sama saja bikin sakit kepala byuid,negatif
2020-10-31 05:23:18+00:00,Twitter for Android, malam minggu nih gaes kuota staycation sama byu nya masih ready kan buat nemenin begadang nanti malam,netral
2020-10-31 05:17:15+00:00,Twitter for Android, beli byuid ambil di indomaret dapat indomilk terima kasiihhhhh,positif
2020-10-31 05:13:20+00:00,Twitter for Android, uyu munsi urubyiruko rwa bakorerabushake mu karere kak kicukiro rusoza untuk kwezi kwahariwe ibikorwa byu bukorerabusha,irrelevant
2020-10-31 05:13:06+00:00,Twitter for Android, happy 9 monthsary byuid terima kasih kuota gratisnyaa,positif
2020-10-31 05:10:51+00:00,Twitter for iPhone, salah anjir post byu tadi deh deh di akun 1 lagi saja,netral
2020-10-31 05:03:22+00:00,Twitter for Android, brok ini bagaimana tf sukses tapi kuotanya belum masuk byuid,negatif
2020-10-31 04:56:12+00:00,Twitter for Android, rasah dodolan perdana meneh indak soyo lemot mbre byuid,negatif
2020-10-31 04:36:15+00:00,Twitter for Android, halo byuid saya topup via virtual account sudah berhasil tapi kuota saya belum bertambah dan masih ada notif pembayaran,negatif
2020-10-31 04:27:16+00:00,Twitter for Android, hai admin byuid plisssss cek dm dong,netral
2020-10-31 04:10:34+00:00,Twitter for Android, byu balas gue mau ujian plis kuotaaanya enggak msukkkk,negatif
2020-10-31 03:42:50+00:00,Twitter for Android, terima kasih byuid btw nindy siapa ya,positif
2020-10-31 03:31:04+00:00,Twitter for Android, ayo ayo boikot semua biar banyak diskonan,negatif
2020-10-31 03:22:04+00:00,Twitter for iPhone, byu sinyalnya bikin assffjvmcidmcjmvkvn,negatif
2020-10-31 03:18:26+00:00,Twitter for iPhone, sinyalmu mengerikankatanya ikut tower telkomsel tapi enggak ada sinyal dimana mana byuid,negatif
2020-10-31 02:44:43+00:00,Twitter Web App, mau pakai telkomsel sayang banget sekali zoom sampai 1gb mau pakai byu hhhh koneksinya enggak stabil seperty mood cewek,negatif
2020-10-31 02:22:33+00:00,Twitter for Android, suka banget pakai byuid tapi kok enggak ada lagi ya yang 100k unlimited padahal itu cocok bangetss buat pelajar,positif
2020-10-31 02:09:48+00:00,Twitter for Android, obos gue galau nyetel lagu galau mulu kan gue jadi ikutan galau,netral
2020-10-31 01:36:58+00:00,Twitter for Android, dear byuid kenapa di daerah rumahku sinyal enggak bisa dipakai padahal dibawa kemana mana aman,negatif
2020-10-30 23:02:06+00:00,Twitter for iPhone, capek baru sadar tadi malam gmeet pakai byu padahal niatnya mau pakai tsel biar kuota gmeetnya kepake menangis makin untouchable saja itu kuota,negatif
2020-10-30 22:21:59+00:00,Twitter for Android, kenapa sekarang byu enggak pernah stabil sih buat main ml indihome tambah parah najissss,negatif
2020-10-30 19:02:37+00:00,Twitter for Android, tobat gue main ml pakai byu enggak pernah dibawah 50ms anjim byu,negatif
2020-10-30 18:06:54+00:00,Twitter for Android, bodohieee,irrelevant
2020-10-30 16:43:11+00:00,Twitter for Android, eh baru tau ada kuota 3 monthiversary dari byuid thanks byu,positif
2020-10-30 16:41:05+00:00,Twitter for Android, produk telkomsel suram habis enggak indihome enggak byuid jgnkan main game buka ig saja enggak muncul apa apa anjim mahal doang,negatif
2020-10-30 16:12:53+00:00,Twitter for Android, nindi aku butuh kuota belajar lagi byuid,netral
2020-10-30 15:40:02+00:00,Twitter for Android, akibat main pakai kartu byuid scbcldsxk,negatif
2020-10-30 15:29:06+00:00,Twitter for Android, sinyal byu kenapa ampas banget di rumah gue,negatif
2020-10-30 15:23:39+00:00,Twitter for Android, gara-gara wifi bapak gue lemot akhirnya dibeliin pulsa padahal biasanya pelit banget harus beli pakai uang sendiri saja t,netral
2020-10-30 15:19:01+00:00,Twitter for Android, min sinyal telkomsel sama byuid lagi gangguan ya sudah 3 hari sinyal cuma 2 bar doang padahal sudah di setting lte only,negatif
2020-10-30 14:48:41+00:00,Twitter for Android, darirtadi mengetik nya kayak yang kkbam uya akh kobam choi soobjn chooi yeonjum kang taehyun choi beomgyh hueningakin,irrelevant
2020-10-30 14:20:26+00:00,Twitter for Android, break dulu sama byu nanti kalo unrivaled balik lagi oke,negatif
2020-10-30 14:06:12+00:00,Twitter for Android, jele banget byuid hey sinyalnya 15 mbps apanya coba,negatif
2020-10-30 13:49:57+00:00,Twitter for Android, bangkai gue mau live streaming jurnalrisa bufering mulu sinyal jelek banget byuid,negatif
2020-10-30 13:31:46+00:00,Twitter for iPhone, byu terbaik memang,positif
2020-10-30 13:28:07+00:00,Twitter for Android, ganti byu juga nih gue,positif
2020-10-30 13:26:52+00:00,Twitter for iPhone, ternyata 10gb 20 hari peraplikasi itu enggak habishabis ya padahal penggunaan sudah paling ngejos masih saja sisa ba,positif
2020-10-30 13:11:59+00:00,Twitter for Android, sinyal full kok dipakai game nge lag sih byu pakai sosmed oke sih cumna ya begitu kurang mantaps jadinya,negatif
2020-10-30 12:32:14+00:00,Twitter for Android, sinyal byuid kok makin ke sini makin jelek tolong di perbaiki,negatif
2020-10-30 11:58:53+00:00,Twitter for Android, ini juga byu kenapa tbtb begini kalo geser atau copot ya enggak mungkin,negatif
2020-10-30 11:53:23+00:00,Twitter for Android, sekarang kok lemot banget sih padahal unlimited 2mbps loh byuid,negatif
2020-10-30 11:44:03+00:00,Twitter for Android, pakai byuid di sumenep ternyata lemot,negatif
2020-10-30 11:42:09+00:00,Twitter for Android, ada yang coba byu enggak sih masih mikir mau mencoba,netral
2020-10-30 11:35:43+00:00,Twitter for Android, gaesss siapa yang sudah enggak sabar menonton bareng virtual konser online here comes the sun di goplayindonesia buat kamu yan,netral
2020-10-30 11:22:37+00:00,Twitter for Android, enaknya beli nomor hape baru enggak perlu pusing sama hasil undian tipu tipu pinjaman abalabal coba nomor byu bisa diganti,positif
2020-10-30 11:00:47+00:00,Twitter for Android, gapapa njun kalo suara kamu crack itu artinya kamu benaran nyanyi kalian no lipsing lipsing klep wakakak crack,irrelevant
2020-10-30 10:37:54+00:00,Twitter for Android, efek posisi duduk enggak sih makanya enggak leluasa begitu but thats really owkay gapapa njun walaupun banyak yang bi,irrelevant
2020-10-30 10:21:26+00:00,Twitter for iPhone, baru setaun pakai byuid sebulan enggak aktifin kuota sekalinya beli kuota 15gb 50k tapi no internet connection what the hell,negatif
2020-10-30 09:35:13+00:00,Twitter for Android, ih byu datengnya lama banget besok aku mau menonton konserr,negatif
2020-10-30 09:16:58+00:00,Twitter for Android, alayk sudah byu,irrelevant
2020-10-30 09:15:57+00:00,Twitter for Android, padahal sudah beli topping youtube yang 10gb tapi kenapa enggak bisa dibuka murka byuid,negatif
