id_str,created_at,source,text,label
1323140226546425856,2020-11-02 05:49:47+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Wow, akhirnya ada provider internet yang bebasin kamu bikin paket internet semuanya semaunya. Pesen SIM card-nya di… https://t.co/t6z1zDoaVR",1
1323135337216925698,2020-11-02 05:30:21+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Makasih nindy @byu_id https://t.co/ZGfH6k5vZJ,1
1323131388757864448,2020-11-02 05:14:40+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Min kok kuota spotify sama youtube gak bisa dipake ya? Padahal masih banyak :( @byu_id,-1
1323128026293395461,2020-11-02 05:01:18+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Coba tebak mana yang bener, gaes?",-2
1323126859840647169,2020-11-02 04:56:40+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",TLSEL APA APAAN SIH INI BYU SAMA SIMPATI GAK BISA DUA DUANYA BUAT INET.,-1
1323125562588557314,2020-11-02 04:51:31+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Mba @Afisk_ yu sri di jak,-2
1323124811510374406,2020-11-02 04:48:32+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Byu jelek bgt tumben 😩😭,-1
1323120459034976261,2020-11-02 04:31:14+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Selamat 6 monthiversary, makasih ya kuota gratisnya syg😍 @byu_id https://t.co/FxtvhrgrAA",1
1323116956774379521,2020-11-02 04:17:19+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",byu dipake gim rasanya ping ingin menangos,-1
1323114831474356225,2020-11-02 04:08:52+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",ini ByU tumben banget burik kek indihome sinyalnya :(,-1
1323106991531716608,2020-11-02 03:37:43+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Halo @byu_id mau tanya, saya ada pesan sim card baru dan sdh brp hari yg lalu, tpi kok blm datang2 jg ya? Mungkin b… https://t.co/ZZlxSXtHyp",-1
1323105519846875138,2020-11-02 03:31:52+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Cek dm @byu_id dong.,0
1323097287678029827,2020-11-02 02:59:09+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I demand wifi on the train @KAI121 !
at least ada satu provider yg penuhin permintaan ini, aku move on ke kalian de… https://t.co/lYyDEMyNKs",-2
1323097229867900928,2020-11-02 02:58:56+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Emang udah harus kandas kali ya? Awal pake sinyalnya bagus, makin ke sini makin parah. Padahal udah setahun, kuotan… https://t.co/SyMWrtmSkj",-1
1323085310486437888,2020-11-02 02:11:34+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Pertahankan paket ini ya kak @byu_id , gila sih  good deals bgt. 👻 https://t.co/WuCU3WiALK",1
1323084878498312194,2020-11-02 02:09:51+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Wow, akhirnya ada provider internet yang bebasin kamu bikin paket internet semuanya semaunya. Pesen SIM card-nya di… https://t.co/oaP1gMnyLs",1
1323065699309244417,2020-11-02 00:53:38+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mon maaf kok youtube, tiktok,netflix gak bisa di akses sama sekali ya? @byu_id 
Browsing juga lelet bgt",-1
1323056140977143812,2020-11-02 00:15:39+00:00,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","Hei kamu !! Iya kamu !! Yu ar byu ( ʃ⌣' ) ti ( ʃ⌣ƪ ) pul ( ┒'⌣'┎) byu ( ʃ⌣' ) ti ( ʃ⌣ƪ ) pul ( ┒'⌣'┎)
♥♥♥ #plakk #BOT",-2
1323055048138477568,2020-11-02 00:11:19+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",byu kok lemot anj,-1
1322982265744314368,2020-11-01 19:22:06+00:00,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","Luhan Byu-Ti-Pul Byu-Ti-Pul Byu-Ti-Pul, Luhan cantik cantik dr hatinya. No Bash! No Protes! Gasuka?! End Chat aja.",-1
1322979212303560704,2020-11-01 19:09:58+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mo ganti provider ajalah kamu ngelag buat mlan @byu_id,-1
1322972409125769216,2020-11-01 18:42:56+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",andai aku bisa convert kuota tri ke byu :),0
1322966696689197056,2020-11-01 18:20:14+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ni simpati ma byu kenapa jadi alay jam segini,-1
1322959598412734464,2020-11-01 17:52:02+00:00,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","Hai,kalian yang membaca twit ini adalah fans Krystal , Krystal byu (ʃ⌣ ` ) ti (ʃ⌣ƪ) pull ( ┒'⌣'┎) byu (ʃ⌣ ` ) ti (ʃ⌣ƪ) pull ( ┒'⌣'┎)",-2
1322952097462013952,2020-11-01 17:22:13+00:00,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>",Krystal byu (ʃ⌣ ` ) ti (ʃ⌣ƪ) pull ( ┒'⌣'┎) byu (ʃ⌣ ` ) ti (ʃ⌣ƪ) pull ( ┒'⌣'┎),-2
1322945223815692290,2020-11-01 16:54:55+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Emang musti ganti provider sih, @byu_id makin gila aja jaringannya, naik turun, sering banget RTO, sial nya lagi, s… https://t.co/s6U7XdX1PB",-1
1322941802219929602,2020-11-01 16:41:19+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Full 4G tapi ping 300an ms @byu_id @PUBGMOBILE @PUBGMOBILE_IN https://t.co/muJ8ACUG06,-1
1322938581892038656,2020-11-01 16:28:31+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Kayak pernah liat.... Tapi dimana yaa 🤔🤔 https://t.co/N5sJd75dgU,-2
1322937195015991296,2020-11-01 16:23:00+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Min buat jaringan nya di bagusin lagi dong, masa jelek banget:( @byu_id",-1
1322932575141158912,2020-11-01 16:04:39+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Kenapa..... KENAPA TIAP MIKSERAN SELALU ADA LAGU KUCING LESBIAN 😭😭,-2
1322923116209733636,2020-11-01 15:27:04+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","liat video tim akhir nanti, si byu gantian gue bakar 🤣🤣🤣 https://t.co/OCkKYOY0vs",-2
1322920411898675200,2020-11-01 15:16:19+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Byu sinyal nya bngsd bangeet woyyy😡🤬,-1
1322919846196072448,2020-11-01 15:14:04+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Min mau tanya kalo beberapa org pada ngeluh jaringan @Telkomsel susah, ngaruh ke @byu_id gak? Fyi i used both tbh",0
1322913497529806849,2020-11-01 14:48:51+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","halo nindy @byu_id @Telkomsel kualitas sinyal nya mohon ditingkatkan lagi, saking 'bagus'nya ping nya 0ms. jangan s… https://t.co/cRaL2NnYgi",-1
1322910644551655424,2020-11-01 14:37:30+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Halo @byu_id tadi pas buka By.U via Web di PC, ada Promo 10GB 20rb utk 10 hari. Pas isi pulsa dan mau beli, ko Menu… https://t.co/6hL7RMzgyJ",-1
1322910463588405250,2020-11-01 14:36:47+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sinyal byu kaga stabil padahal dah di paketin buat nonton king emyu,-1
1322909968840888320,2020-11-01 14:34:49+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kalian byu user, kalo ngisi pulsa suka susah ga si? Aku ngisi dah 7 jam ga masuk2",-1
1322905835794657282,2020-11-01 14:18:24+00:00,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","Hei kamu !! Iya kamu !! Yu ar byu ( ʃ⌣' ) ti ( ʃ⌣ƪ ) pul ( ┒'⌣'┎) byu ( ʃ⌣' ) ti ( ʃ⌣ƪ ) pul ( ┒'⌣'┎)
♥♥♥ #plakk #BOT",-2
1322905503358279680,2020-11-01 14:17:05+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Wow, akhirnya ada provider internet yang bebasin kamu bikin paket internet semuanya semaunya. Pesen SIM card-nya di… https://t.co/dpCfctcGog",1
1322902721125478403,2020-11-01 14:06:01+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mau nanya pulsa byu sama tsel sama gak sih?

bisa di cv ga ?",0
1322898248625909761,2020-11-01 13:48:15+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sedih ketika liat temen seperjuangan status nya udah jadi pasien, yang biasa nanganin pasien bareng malah sekarang… https://t.co/u8OFxkpE0f",-2
1322888890529828864,2020-11-01 13:11:04+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NCAA🏈

Nevada h-7.5♟💰
BYU u52♟♟💰💰🤯
Utah u42.5♟💔 https://t.co/HVvvuScFrX",-2
1322885941548081152,2020-11-01 12:59:21+00:00,"<a href=""https://twitter.com/KediriFess"" rel=""nofollow"">Harmoni Kediri Lagi</a>",#NAME?,-2
1322885111000391680,2020-11-01 12:56:03+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",punya gua yg dr byu masi utuh dongg ahahaha lupa mulu niupnya https://t.co/vHk1Kg4BfM,1
1322879242506436610,2020-11-01 12:32:43+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Teruntuk orang tua byu yaitu telkomsel tolong lah kasian mouse sama keyboard saya, lagi push rank masalahnya https://t.co/OVzNLSfUle",-1
1322874161312657410,2020-11-01 12:12:32+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Admin @byu_id buat laporan ganti kartu aja lama banget gimana mau bersaing sama tetangga sebelah.,-1
1322868434288271361,2020-11-01 11:49:47+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tidada

karna sudah setahun ini pake byu dan sudah nyaman~ https://t.co/AAwP3dqXK6",-2
1322857835009511424,2020-11-01 11:07:40+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Thanks by.u &gt;&lt;
Semoga tak mengecewakan &gt;&lt;
@byu_id https://t.co/BGuhueYOv6",1
1322857651328352256,2020-11-01 11:06:56+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Cek DM please @byu_id,0
1322853166258421760,2020-11-01 10:49:06+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Emang bener ya gaes, kalo kalian pake kuota Yang Bikin Makin Aman Jaya Banget 2 Mbps suka jadi yang paling diandelin buat tethering?",0
1322851206708883456,2020-11-01 10:41:19+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ketika wifi ruma pake mnc dan paket data byU
Ampasssss parah",0
1322845478363426817,2020-11-01 10:18:33+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ada yang punya pengalaman jelek dengan @byu_id?,0
1322840297659756544,2020-11-01 09:57:58+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",woy kantor lu kebakaran kah? @byu_id lelet bner,-1
1322835110022971393,2020-11-01 09:37:21+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Min, @byu_id  kok ngga ada sinyal gini? Lagi genting banget padahal 😭😭",-1
1322821524903002112,2020-11-01 08:43:23+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","udah mati lampu, at least jgn susah sinyal plis. @byu_id",-1
1322815509239197696,2020-11-01 08:19:28+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Min beli paket kok belum masuk terus ya @byu_id , udh di DM Detailnya",-1
1322813890086891521,2020-11-01 08:13:02+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Listrik nyala, baru deh jaringannya bener🙂 bukan cuma tsel&amp;byu aja kan ya?",0
1322813179840225281,2020-11-01 08:10:13+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tsel &amp; byu gabisa internetan. Cuma 2 ini aja yg down atau semua provider?,-1
1322805953163481088,2020-11-01 07:41:30+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Byu kenapa sih no service,-1
1322800102566551552,2020-11-01 07:18:15+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",byu kenapa gada sinyal anjay wkwk,-1
1322799394048024576,2020-11-01 07:15:26+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Ini sinyal byu yg bermasalah apa rumahku doang si,-1
1322797692184002561,2020-11-01 07:08:40+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Byu jaringannya ngaco apa gmn deh,-1
1322796260605132802,2020-11-01 07:02:59+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Aku udah kehilangan dia! Aku ngga mau kehilangan sinyal kalian juga @3CareIndonesia &amp; @byu_id 😩 Jangan kelamaan… https://t.co/EbPxU7yzTI,-1
1322795001097539584,2020-11-01 06:57:59+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",jingan telk0m lemot tpi byu nggak ternyata,1
1322794077444661250,2020-11-01 06:54:19+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Internetnya @byu_id jelek banget anjrit lagi mati lampu gini. Gua lagi nugas wooooy ahelah. Kesel banget. Monangis.,-1
1322793845394825216,2020-11-01 06:53:23+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",tolong @byu_id kasih saya kuota gratis soalnya mati listrik,0
1322793316476358658,2020-11-01 06:51:17+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",byu jeleknya pas lagi hujan deres gini doang ya ternyata. hm ok,-1
1322793101253996566,2020-11-01 06:50:26+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",byu kok sinyal lo ilang sih &lt;/3,-1
1322793072233570305,2020-11-01 06:50:19+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Wifi error, untung kemaren dapet paketan gratis dari @byu_id🥰 https://t.co/7HlsE7iPFI",1
1322791841935159296,2020-11-01 06:45:26+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",byu penyambung hidup,1
1322791559360778242,2020-11-01 06:44:18+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",yg pke byu lemot gk,0
1322790596289814528,2020-11-01 06:40:29+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Saat mati lampu. Orang yg pakai @byu_id bakal merasa hidupnya kundur 2000tahun kebelakang alias gaada jaringan doon… https://t.co/ZBD43HBUlC,-1
1322789367442595846,2020-11-01 06:35:36+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Lagi ada apedah byu langsung nyungsep gitu jaringannya WQWQ https://t.co/wBaXl1Hbhp,-1
1322788320942829570,2020-11-01 06:31:26+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Untung @byu_id ga ilang sinyalnya.. Bisa ga sih beli lagi pake acc yang sama? Mau beliin buat ade. 
Btw, byu ga ada… https://t.co/fvuecHXNWm",1
1322788125295325185,2020-11-01 06:30:39+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sayang banget sama @byu_id ❤! https://t.co/pCRDRHCVYY,1
1322787434682146817,2020-11-01 06:27:55+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",By.u penyelamat disaat mati lampu awokwowkwok @byu_id https://t.co/arqBlPfXCi,1
1322787030892482560,2020-11-01 06:26:19+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mati lampu, nah daerah mana aja nih? Signal byu ku juga gada",-1
1322786851854299138,2020-11-01 06:25:36+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dah mati lampu, byU pun takde sinyal😾😾😾 @byu_id",-1
1322785702262706176,2020-11-01 06:21:02+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2 tahun yang lalu bukan sih ini? Gue lupa... Keren banget gak ngerti.... Liat ini gue langsung jatuh cinta sama mer… https://t.co/ey8fqFsRpH,-2
1322785366609453056,2020-11-01 06:19:42+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tumben bgt abs ujan sinyal M3 lebih stabil dibanding byU😂😂,-1
1322785144139177987,2020-11-01 06:18:49+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",By.u selalu ada disaat2 krusial #matilampu @byu_id https://t.co/YB6wRhKPho,1
1322784430398713856,2020-11-01 06:15:59+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ind0sat dan byu keren bgt gue dapet gratis kuota terus,1
1322784223342649344,2020-11-01 06:15:09+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Kalau digunakan utk Game di hp kadang sinyalnya tiba2 drop dan hilang tiba2 padahal sinyal sangat baik, kalau di Mi… https://t.co/ExfjGZW1x3",-1
1322783890063253505,2020-11-01 06:13:50+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",pkock mati listrik knp sinyal byu ilang😢🤧,-1
1322783667295457280,2020-11-01 06:12:57+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Byu anjimmm sinyalnya gajelas tai,-1
1322782789582819328,2020-11-01 06:09:27+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Sinyal byu sama telkomsel ikutan ngadat. 🤔,-1
1322782644774395905,2020-11-01 06:08:53+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jangan pakai byu di pasar rumput.,-1
1322778978067701762,2020-11-01 05:54:19+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Mbak Nindy datang di waktu yang tepat👌🏼 matur suwun.. @byu_id https://t.co/LzqxJfwkXa,1
1322778488261103618,2020-11-01 05:52:22+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ga sabar nunggu SIM Card dari @byu_id dateng,-1
1322778422146297856,2020-11-01 05:52:06+00:00,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","Luhan Byu-Ti-Pul Byu-Ti-Pul Byu-Ti-Pul, Luhan cantik cantik dr hatinya. No Bash! No Protes! Gasuka?! End Chat aja.",-1
1322777725455642624,2020-11-01 05:49:20+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Makasih nindy teraktirannya @byu_id https://t.co/PFNXXGO55t,1
1322772412241379328,2020-11-01 05:28:13+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Hallo @byu_id saya beli kuota kenapa belum masuk juga ya?,-1
1322771224137592832,2020-11-01 05:23:30+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ini byu, ujannya aja ga jadi tp sinyalnya elek",-1
1322770038072356864,2020-11-01 05:18:47+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mantap, dari sabtu kemaren masih aja gini :')
cc : @byu_id @Telkomsel https://t.co/jzoyiYg8wD",-1
1322770014877884417,2020-11-01 05:18:42+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NCAAF Western Kentucky 10 BYU 38 6:56,-2
1322767921714659328,2020-11-01 05:10:23+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Kenapa hari ini signalnya jelek banget @byu_id,-1
1322761063645917190,2020-11-01 04:43:07+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Sekalinya test provider baru malah lag kan anjing anjing lu ya @byu_id https://t.co/fzZXfoXZni,-1
1322757285894975489,2020-11-01 04:28:07+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",byu aja inget:( https://t.co/m518f2QkQf,0
1322751492428767232,2020-11-01 04:05:05+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NCAAF: 2H BYU/Western Kentucky u21,-2
1322749624847753216,2020-11-01 03:57:40+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Aaaa seneng bgt. Akhirnya udah sampe🥺❤
@byu_id https://t.co/eSfONxSsX4",0
1322748133017747457,2020-11-01 03:51:45+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Half | BYU 35, WKU 3",-2
1322742546766819328,2020-11-01 03:29:33+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Wow, akhirnya ada provider internet yang bebasin kamu bikin paket internet semuanya semaunya. Pesen SIM card-nya di… https://t.co/TWu9nZ8NkV",1
1322741893529128960,2020-11-01 03:26:57+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BOO YA, @lopa54! 42 yard TD 👻

28-3 BYU

#BYUFootball #GoCougs https://t.co/CgHhMeEcyx",-2
1322735105551568897,2020-11-01 02:59:59+00:00,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",END 1Q | BYU: 14 WKU: 3,-2
1322734799501418496,2020-11-01 02:58:46+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","End 1Q | BYU 14, WKU 3",-2
1322703789640462336,2020-11-01 00:55:32+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",gw pke @byu_id 😬 https://t.co/The4QCUkll,0
1322699161796403201,2020-11-01 00:37:09+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Kayaknya kartu @byu_id ga cocok buat dipake nge-game. Ping naik turun euy. Udah beli paket yang mahal pun sama saja.,-1
1322697723657637888,2020-11-01 00:31:26+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Lebih kenceng uploadnya daripada downloadnya, sangar nih @byu_id https://t.co/sZZPhpnuPG",1
1322690489062076418,2020-11-01 00:02:41+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Memang @byu_id yang paling mengerti kebutuhanku. Kalau bisa harga topping ini jadiin permanen ya........ https://t.co/hWZxZY6hqA,1
1322685133095391232,2020-10-31 23:41:24+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NCAA🏈

Nevada h-7.5♟
BYU u52♟♟
Utah u42.5♟",-2
