created_at,source,text,label
2020-11-02 04:51:31+00:00,Twitter for Android,Mba @Afisk_ yu sri di jak,irrelevant
2020-11-02 04:48:32+00:00,Twitter for Android,Byu jelek bgt tumben 😩😭,negatif
2020-11-02 04:31:14+00:00,Twitter for iPhone,"Selamat 6 monthiversary, makasih ya kuota gratisnya syg😍 @byu_id https://t.co/FxtvhrgrAA",positif
2020-11-02 04:17:19+00:00,Twitter for Android,byu dipake gim rasanya ping ingin menangos,negatif
2020-11-02 04:08:52+00:00,Twitter Web App,ini ByU tumben banget burik kek indihome sinyalnya :(,negatif
2020-11-02 03:37:43+00:00,Twitter for Android,"Halo @byu_id mau tanya, saya ada pesan sim card baru dan sdh brp hari yg lalu, tpi kok blm datang2 jg ya? Mungkin b… https://t.co/ZZlxSXtHyp",negatif
2020-11-02 03:31:52+00:00,Twitter for Android,Cek dm @byu_id dong.,netral
2020-11-02 02:59:09+00:00,Twitter for iPhone,"I demand wifi on the train @KAI121 !
at least ada satu provider yg penuhin permintaan ini, aku move on ke kalian de… https://t.co/lYyDEMyNKs",irrelevant
2020-11-02 02:58:56+00:00,Twitter for Android,"Emang udah harus kandas kali ya? Awal pake sinyalnya bagus, makin ke sini makin parah. Padahal udah setahun, kuotan… https://t.co/SyMWrtmSkj",negatif
2020-11-02 02:11:34+00:00,Twitter for Android,"Pertahankan paket ini ya kak @byu_id , gila sih  good deals bgt. 👻 https://t.co/WuCU3WiALK",positif
2020-11-02 02:09:51+00:00,Twitter for Android,"Wow, akhirnya ada provider internet yang bebasin kamu bikin paket internet semuanya semaunya. Pesen SIM card-nya di… https://t.co/oaP1gMnyLs",positif
2020-11-02 00:53:38+00:00,Twitter for Android,"Mon maaf kok youtube, tiktok,netflix gak bisa di akses sama sekali ya? @byu_id 
Browsing juga lelet bgt",negatif
2020-11-02 00:11:19+00:00,Twitter for Android,byu kok lemot anj,negatif
2020-11-01 19:09:58+00:00,Twitter for Android,mo ganti provider ajalah kamu ngelag buat mlan @byu_id,negatif
2020-11-01 18:42:56+00:00,Twitter for Android,andai aku bisa convert kuota tri ke byu :),netral
2020-11-01 18:20:14+00:00,Twitter for Android,ni simpati ma byu kenapa jadi alay jam segini,negatif
2020-11-01 16:54:55+00:00,Twitter for Android,"Emang musti ganti provider sih, @byu_id makin gila aja jaringannya, naik turun, sering banget RTO, sial nya lagi, s… https://t.co/s6U7XdX1PB",negatif
2020-11-01 16:41:19+00:00,Twitter for Android,Full 4G tapi ping 300an ms @byu_id @PUBGMOBILE @PUBGMOBILE_IN https://t.co/muJ8ACUG06,negatif
2020-11-01 16:28:31+00:00,Twitter for Android,Kayak pernah liat.... Tapi dimana yaa 🤔🤔 https://t.co/N5sJd75dgU,irrelevant
2020-11-01 16:23:00+00:00,Twitter for Android,"Min buat jaringan nya di bagusin lagi dong, masa jelek banget:( @byu_id",negatif
2020-11-01 16:04:39+00:00,Twitter for Android,Kenapa..... KENAPA TIAP MIKSERAN SELALU ADA LAGU KUCING LESBIAN 😭😭,irrelevant
2020-11-01 15:27:04+00:00,Twitter for Android,"liat video tim akhir nanti, si byu gantian gue bakar 🤣🤣🤣 https://t.co/OCkKYOY0vs",irrelevant
2020-11-01 15:16:19+00:00,Twitter for Android,Byu sinyal nya bngsd bangeet woyyy😡🤬,negatif
2020-11-01 15:14:04+00:00,Twitter for Android,"Min mau tanya kalo beberapa org pada ngeluh jaringan @Telkomsel susah, ngaruh ke @byu_id gak? Fyi i used both tbh",netral
2020-11-01 14:48:51+00:00,Twitter for Android,"halo nindy @byu_id @Telkomsel kualitas sinyal nya mohon ditingkatkan lagi, saking 'bagus'nya ping nya 0ms. jangan s… https://t.co/cRaL2NnYgi",negatif
2020-11-01 14:37:30+00:00,Twitter for Android,"Halo @byu_id tadi pas buka By.U via Web di PC, ada Promo 10GB 20rb utk 10 hari. Pas isi pulsa dan mau beli, ko Menu… https://t.co/6hL7RMzgyJ",negatif
2020-11-01 14:36:47+00:00,Twitter for Android,sinyal byu kaga stabil padahal dah di paketin buat nonton king emyu,negatif
2020-11-01 14:34:49+00:00,Twitter for iPhone,"Kalian byu user, kalo ngisi pulsa suka susah ga si? Aku ngisi dah 7 jam ga masuk2",negatif
2020-11-01 14:17:05+00:00,Twitter for Android,"Wow, akhirnya ada provider internet yang bebasin kamu bikin paket internet semuanya semaunya. Pesen SIM card-nya di… https://t.co/dpCfctcGog",positif
2020-11-01 14:06:01+00:00,Twitter for Android,"mau nanya pulsa byu sama tsel sama gak sih?

bisa di cv ga ?",netral
2020-11-01 13:48:15+00:00,Twitter for Android,"Sedih ketika liat temen seperjuangan status nya udah jadi pasien, yang biasa nanganin pasien bareng malah sekarang… https://t.co/u8OFxkpE0f",irrelevant
2020-11-01 13:11:04+00:00,Twitter Web App,"NCAA🏈

Nevada h-7.5♟💰
BYU u52♟♟💰💰🤯
Utah u42.5♟💔 https://t.co/HVvvuScFrX",irrelevant
2020-11-01 12:56:03+00:00,Twitter Web App,punya gua yg dr byu masi utuh dongg ahahaha lupa mulu niupnya https://t.co/vHk1Kg4BfM,positif
2020-11-01 12:32:43+00:00,Twitter Web App,"Teruntuk orang tua byu yaitu telkomsel tolong lah kasian mouse sama keyboard saya, lagi push rank masalahnya https://t.co/OVzNLSfUle",negatif
2020-11-01 12:12:32+00:00,Twitter for Android,Admin @byu_id buat laporan ganti kartu aja lama banget gimana mau bersaing sama tetangga sebelah.,negatif
2020-11-01 11:49:47+00:00,Twitter for iPhone,"tidada

karna sudah setahun ini pake byu dan sudah nyaman~ https://t.co/AAwP3dqXK6",irrelevant
2020-11-01 11:07:40+00:00,Twitter for Android,"Thanks by.u &gt;&lt;
Semoga tak mengecewakan &gt;&lt;
@byu_id https://t.co/BGuhueYOv6",positif
2020-11-01 11:06:56+00:00,Twitter Web App,Cek DM please @byu_id,netral
2020-11-01 10:49:06+00:00,Twitter for Android,"Emang bener ya gaes, kalo kalian pake kuota Yang Bikin Makin Aman Jaya Banget 2 Mbps suka jadi yang paling diandelin buat tethering?",netral
2020-11-01 10:41:19+00:00,Twitter for Android,"Ketika wifi ruma pake mnc dan paket data byU
Ampasssss parah",netral
2020-11-01 10:18:33+00:00,Twitter for Android,ada yang punya pengalaman jelek dengan @byu_id?,netral
2020-11-01 09:57:58+00:00,Twitter for Android,woy kantor lu kebakaran kah? @byu_id lelet bner,negatif
2020-11-01 09:37:21+00:00,Twitter for Android,"Min, @byu_id  kok ngga ada sinyal gini? Lagi genting banget padahal 😭😭",negatif
2020-11-01 08:43:23+00:00,Twitter for Android,"udah mati lampu, at least jgn susah sinyal plis. @byu_id",negatif
2020-11-01 08:19:28+00:00,Twitter for Android,"Min beli paket kok belum masuk terus ya @byu_id , udh di DM Detailnya",negatif
2020-11-01 08:13:02+00:00,Twitter for Android,"Listrik nyala, baru deh jaringannya bener🙂 bukan cuma tsel&amp;byu aja kan ya?",netral
2020-11-01 08:10:13+00:00,Twitter for Android,Tsel &amp; byu gabisa internetan. Cuma 2 ini aja yg down atau semua provider?,negatif
2020-11-01 07:41:30+00:00,Twitter for iPhone,Byu kenapa sih no service,negatif
2020-11-01 07:18:15+00:00,Twitter for Android,byu kenapa gada sinyal anjay wkwk,negatif
2020-11-01 07:15:26+00:00,Twitter for Android,Ini sinyal byu yg bermasalah apa rumahku doang si,negatif
2020-11-01 07:08:40+00:00,Twitter for Android,Byu jaringannya ngaco apa gmn deh,negatif
2020-11-01 07:02:59+00:00,Twitter for Android,Aku udah kehilangan dia! Aku ngga mau kehilangan sinyal kalian juga @3CareIndonesia &amp; @byu_id 😩 Jangan kelamaan… https://t.co/EbPxU7yzTI,negatif
2020-11-01 06:57:59+00:00,Twitter for Android,jingan telk0m lemot tpi byu nggak ternyata,positif
2020-11-01 06:54:19+00:00,Twitter for Android,Internetnya @byu_id jelek banget anjrit lagi mati lampu gini. Gua lagi nugas wooooy ahelah. Kesel banget. Monangis.,negatif
2020-11-01 06:53:23+00:00,Twitter for Android,tolong @byu_id kasih saya kuota gratis soalnya mati listrik,netral
2020-11-01 06:51:17+00:00,Twitter for Android,byu jeleknya pas lagi hujan deres gini doang ya ternyata. hm ok,negatif
2020-11-01 06:50:26+00:00,Twitter for Android,byu kok sinyal lo ilang sih &lt;/3,negatif
2020-11-01 06:50:19+00:00,Twitter for Android,"Wifi error, untung kemaren dapet paketan gratis dari @byu_id🥰 https://t.co/7HlsE7iPFI",positif
2020-11-01 06:45:26+00:00,Twitter for Android,byu penyambung hidup,positif
2020-11-01 06:44:18+00:00,Twitter for Android,yg pke byu lemot gk,netral
2020-11-01 06:40:29+00:00,Twitter for Android,Saat mati lampu. Orang yg pakai @byu_id bakal merasa hidupnya kundur 2000tahun kebelakang alias gaada jaringan doon… https://t.co/ZBD43HBUlC,negatif
2020-11-01 06:35:36+00:00,Twitter for Android,Lagi ada apedah byu langsung nyungsep gitu jaringannya WQWQ https://t.co/wBaXl1Hbhp,negatif
2020-11-01 06:31:26+00:00,Twitter for Android,"Untung @byu_id ga ilang sinyalnya.. Bisa ga sih beli lagi pake acc yang sama? Mau beliin buat ade. 
Btw, byu ga ada… https://t.co/fvuecHXNWm",positif
2020-11-01 06:30:39+00:00,Twitter for Android,sayang banget sama @byu_id ❤! https://t.co/pCRDRHCVYY,positif
2020-11-01 06:27:55+00:00,Twitter for Android,By.u penyelamat disaat mati lampu awokwowkwok @byu_id https://t.co/arqBlPfXCi,positif
2020-11-01 06:26:19+00:00,Twitter for Android,"Mati lampu, nah daerah mana aja nih? Signal byu ku juga gada",negatif
2020-11-01 06:25:36+00:00,Twitter for iPhone,"dah mati lampu, byU pun takde sinyal😾😾😾 @byu_id",negatif
2020-11-01 06:21:02+00:00,Twitter for Android,2 tahun yang lalu bukan sih ini? Gue lupa... Keren banget gak ngerti.... Liat ini gue langsung jatuh cinta sama mer… https://t.co/ey8fqFsRpH,irrelevant
2020-11-01 06:19:42+00:00,Twitter for Android,Tumben bgt abs ujan sinyal M3 lebih stabil dibanding byU😂😂,negatif
2020-11-01 06:18:49+00:00,Twitter for Android,By.u selalu ada disaat2 krusial #matilampu @byu_id https://t.co/YB6wRhKPho,positif
2020-11-01 06:15:59+00:00,Twitter for Android,ind0sat dan byu keren bgt gue dapet gratis kuota terus,positif
2020-11-01 06:15:09+00:00,Twitter Web App,"Kalau digunakan utk Game di hp kadang sinyalnya tiba2 drop dan hilang tiba2 padahal sinyal sangat baik, kalau di Mi… https://t.co/ExfjGZW1x3",negatif
2020-11-01 06:13:50+00:00,Twitter for Android,pkock mati listrik knp sinyal byu ilang😢🤧,negatif
2020-11-01 06:12:57+00:00,Twitter for Android,Byu anjimmm sinyalnya gajelas tai,negatif
2020-11-01 06:09:27+00:00,Twitter for Android,Sinyal byu sama telkomsel ikutan ngadat. 🤔,negatif
2020-11-01 06:08:53+00:00,Twitter for iPhone,jangan pakai byu di pasar rumput.,negatif
2020-11-01 05:54:19+00:00,Twitter for Android,Mbak Nindy datang di waktu yang tepat👌🏼 matur suwun.. @byu_id https://t.co/LzqxJfwkXa,positif
2020-11-01 05:52:22+00:00,Twitter for iPhone,ga sabar nunggu SIM Card dari @byu_id dateng,negatif
2020-11-01 05:49:20+00:00,Twitter for Android,Makasih nindy teraktirannya @byu_id https://t.co/PFNXXGO55t,positif
2020-11-01 05:28:13+00:00,Twitter for Android,Hallo @byu_id saya beli kuota kenapa belum masuk juga ya?,negatif
2020-11-01 05:23:30+00:00,Twitter for Android,"Ini byu, ujannya aja ga jadi tp sinyalnya elek",negatif
2020-11-01 05:18:47+00:00,Twitter for Android,"Mantap, dari sabtu kemaren masih aja gini :')
cc : @byu_id @Telkomsel https://t.co/jzoyiYg8wD",negatif
2020-11-01 05:18:42+00:00,Twitter for Android,NCAAF Western Kentucky 10 BYU 38 6:56,irrelevant
2020-11-01 05:10:23+00:00,Twitter for iPhone,Kenapa hari ini signalnya jelek banget @byu_id,negatif
2020-11-01 04:43:07+00:00,Twitter for Android,Sekalinya test provider baru malah lag kan anjing anjing lu ya @byu_id https://t.co/fzZXfoXZni,negatif
2020-11-01 04:28:07+00:00,Twitter for iPhone,byu aja inget:( https://t.co/m518f2QkQf,netral
2020-11-01 04:05:05+00:00,Twitter for iPhone,NCAAF: 2H BYU/Western Kentucky u21,irrelevant
2020-11-01 03:57:40+00:00,Twitter for Android,"Aaaa seneng bgt. Akhirnya udah sampe🥺❤
@byu_id https://t.co/eSfONxSsX4",netral
2020-11-01 03:51:45+00:00,Twitter Web App,"Half | BYU 35, WKU 3",irrelevant
2020-11-01 03:29:33+00:00,Twitter for Android,"Wow, akhirnya ada provider internet yang bebasin kamu bikin paket internet semuanya semaunya. Pesen SIM card-nya di… https://t.co/TWu9nZ8NkV",positif
2020-11-01 03:26:57+00:00,Twitter Web App,"BOO YA, @lopa54! 42 yard TD 👻

28-3 BYU

#BYUFootball #GoCougs https://t.co/CgHhMeEcyx",irrelevant
2020-11-01 02:58:46+00:00,Twitter Web App,"End 1Q | BYU 14, WKU 3",irrelevant
2020-11-01 00:55:32+00:00,Twitter for iPhone,gw pke @byu_id 😬 https://t.co/The4QCUkll,netral
2020-11-01 00:37:09+00:00,Twitter for Android,Kayaknya kartu @byu_id ga cocok buat dipake nge-game. Ping naik turun euy. Udah beli paket yang mahal pun sama saja.,negatif
2020-11-01 00:31:26+00:00,Twitter for iPhone,"Lebih kenceng uploadnya daripada downloadnya, sangar nih @byu_id https://t.co/sZZPhpnuPG",positif
2020-11-01 00:02:41+00:00,Twitter for Android,Memang @byu_id yang paling mengerti kebutuhanku. Kalau bisa harga topping ini jadiin permanen ya........ https://t.co/hWZxZY6hqA,positif
2020-10-31 23:41:24+00:00,Twitter Web App,"NCAA🏈

Nevada h-7.5♟
BYU u52♟♟
Utah u42.5♟",irrelevant
2020-10-31 23:12:51+00:00,Twitter for Android,pakai @byu_id yg bikin kesel pelayanan komplainnya lama bgt.. kompalin dr siang pun jawabannya cuma template... -_-,negatif
2020-10-31 22:48:18+00:00,Twitter for Android,"Pagi mimin, mumpung libur, kuy cek dm @byu_id",netral
2020-10-31 21:33:06+00:00,Twitter for iPhone,UCF&gt;FAU&gt;BYU&gt;Houston&gt;UTSA,netral
2020-10-31 20:23:25+00:00,Twitter for Android,ini byu lagi gangguan apa gimana deh masa gabisa load gambar,negatif
2020-10-31 19:09:45+00:00,Twitter for Android,Kirain yg trending nindy @byu_id bagi² kuota,netral
2020-10-31 16:57:45+00:00,Twitter Web App,Ini yg trend nindy @byu_id bukan sih?,netral
2020-10-31 16:15:24+00:00,Twitter for Android,"min @Telkomsel @byu_id kenapa ni dari sore sinyalnya jelek bgt? ampe h+ bahkan edge, udah restart hp pun sama aja",negatif
2020-10-31 16:10:01+00:00,Twitter for Android,"Nggak byu, nggak wifi, jelek semua sinyalnya:)",negatif
2020-10-31 15:57:49+00:00,Twitter for iPhone,"Karena Combo Sakti dari @Telkomsel belakangan ini sering tiba2 ilang, ku move on ke @byu_id. Terimakasih t-sel untu… https://t.co/slhIUnWdu5",positif
2020-10-31 15:53:27+00:00,Twitter for iPhone,"sekeluarga kena racun @byu_id semua wkwkwk, tbtb pada minta di pesenin",positif
2020-10-31 15:35:14+00:00,Twitter for iPhone,"Saturday CFB 
OSU TT over 37.5 -115 
OSU FH -6.5 
BYU TT over 40.5
Alabama / MSST Over 63.5 
KY +18.5 vs UGA",irrelevant
2020-10-31 15:30:43+00:00,Twitter for Android,"Kok sinyalku dari sore hilang ya @byu_id @Telkomsel 

Telkomsel gangguan (?)",negatif
2020-10-31 15:27:36+00:00,Twitter for Android,Hay admin @byu_id tolong dong update appsnya kok di tab kaco yak https://t.co/YsBFbNCdP8,negatif
2020-10-31 15:11:31+00:00,Twitter for iPhone,byu lemot sebel bgt,negatif
2020-10-31 14:40:52+00:00,Twitter for iPhone,ini kenapa sinyal byu ndadak tbtb bosok sih?,negatif
2020-10-31 14:39:49+00:00,Twitter for iPhone,Kirain yang trendi nindy nya @byu_id  ternyata nindy @MasterChefINA wkwkwk,netral
2020-10-31 14:24:19+00:00,Twitter for Android,"byu stop email aku, aku ganti ke tsel karena subsidi kuota kampusku gabisa kepake di byu.",negatif
2020-10-31 14:06:40+00:00,Twitter for Android,Nyobain paket Unlimited'a @byu_id yg 1 Mbps rasanyaaaa .. emmmm... MANTAPP!!,positif
2020-10-31 14:05:15+00:00,Twitter for Android,tl adem ya momz🥰 ak syuka skali,irrelevant
2020-10-31 14:03:40+00:00,Twitter for Android,Mohon untuk segera ditindak lanjuti pembayaran udah berhasil tetapi diapk dibelum selesai dan CSnya udah dichat ema… https://t.co/F0sKEFQEZy,negatif
2020-10-31 14:01:02+00:00,Twitter for Android,"Wow, akhirnya ada provider internet yang bebasin kamu bikin paket internet semuanya semaunya. Pesen SIM card-nya di… https://t.co/WuH7fuv8Is",positif
2020-10-31 13:50:20+00:00,Twitter for Android,NANGIS BANGET MASA TETANGGA GUE BIASA AJA PUNYA GUE LEMOT? @byu_id,negatif
2020-10-31 13:40:50+00:00,Twitter for Android,sabar banget gue 5 hari sama lo @byu_id,netral
2020-10-31 13:35:15+00:00,Twitter for Android,"Mu kwezi kwa kwakira ko gukunda igihugu, hakozwemo ni bikorwa byu bukorerabushake urubyiruko rwa bakorerabushake ba… https://t.co/XW0ez6yKqK",irrelevant
2020-10-31 13:34:14+00:00,Twitter for iPhone,"iseng2 coba byU, kali aja lbh murce dr kartu halo 😁",positif
2020-10-31 13:29:10+00:00,Twitter for Android,"Beberapa hari lalu beli kartu perdana @byu_id di @ShopeeID trus tadi udah sampe, cepet skale ngirim pake… https://t.co/YAHVb5CuzX",positif
2020-10-31 13:24:08+00:00,Twitter Web App,"Gue minta 5k buat isi byu 1GB, temen w malah ngasih 50k",netral
2020-10-31 13:21:28+00:00,Twitter for iPhone,min cek dm @byu_id,netral
2020-10-31 13:15:09+00:00,Twitter for iPhone,Baca baca thread katanya kuota byU murahhh trus akhirnya beli pengen nyoba tp gaatau di samarinda ada jaringannya ga:),netral
2020-10-31 12:27:46+00:00,Twitter for Android,"nyu, bayi, byu, penyu https://t.co/2mphDsI55N",irrelevant
2020-10-31 12:09:33+00:00,Twitter for Android,byu sama tri kalo dirumah gw kencengan tri jaringannya,negatif
2020-10-31 11:42:04+00:00,Twitter for Android,Min @byu_id ini promo 1.5mb jadi 2mb nya sampe kapan ya??? https://t.co/tFhKkVZKvx,netral
2020-10-31 11:35:44+00:00,Twitter for Android,Jaringan @byu_id makin kesini kok makin lemot bgt sih😫😫,negatif
2020-10-31 11:28:54+00:00,Twitter for Android,Baru tau kalo beli @byu_id dapet SIM ejector. Lumayan,positif
2020-10-31 11:19:07+00:00,Twitter for Android,byu fix gaada sinyal di bantul city,negatif
2020-10-31 11:13:41+00:00,Twitter for iPhone,"⁦@byu_id⁩ terima kasih karena tidak lag saat hujan badai, sayang pokoknya 😘 https://t.co/QDkt5zpCPd",positif
2020-10-31 11:07:44+00:00,Twitter for Android,Byu are joking? Jelek x sinyalmu bgst,negatif
2020-10-31 10:55:36+00:00,Twitter for Android,"maleminggu lagi dirumah mamah mertua + cuaca hujan besar! @byu_id
lokasi: cihampelas bandung https://t.co/DT2mOIjmYb",netral
2020-10-31 10:55:26+00:00,Twitter for Android,Nugguin kartu SIM @byu_id berasa nuggu jodoh alias gak sabar bngt pen ketemu. 😊,netral
2020-10-31 10:55:21+00:00,Twitter Web App,Byu kenapa tbtb 3g...,negatif
2020-10-31 10:40:10+00:00,Twitter Web App,hm sepertinya byu sedang ingin aku ajak ribut,negatif
2020-10-31 10:37:26+00:00,Twitter for Android,"Minta tolong infonya, dimana bisa beli kartu ByU di Makassar? @SupirPete2 

Terima kasih",netral
2020-10-31 10:20:25+00:00,Twitter for Android,"saya berharap @byu_id ada kuota topping khusus Quora dan Showroom 😆😆 tapi peminatnya sedikit sih, hanya sekelompok orang tertentu 🙏🙏",netral
2020-10-31 10:03:51+00:00,Twitter for Android,Jame patung kewan opo to kui? https://t.co/ufHwqOrsqA,irrelevant
2020-10-31 09:08:22+00:00,Twitter for iPhone,Setelah #byU punya @Telkomsel sekarang #LiveOn kepunyaan @XLAxiata_Tbk,netral
2020-10-31 08:53:30+00:00,Twitter for Android,klo lg ujan gini hawanya pengen gelut sm sinyal byu,negatif
2020-10-31 08:44:13+00:00,Twitter for Android,"""Mungkin aku bukan pujangga yang pandai merangkai kata""",irrelevant
2020-10-31 08:13:15+00:00,Twitter for iPhone,Di Tebing Tinggi - SuMut uda ada jaringan @byu_id,positif
2020-10-31 07:29:02+00:00,Twitter Web App,"tetiba ada sms dari @byu_id ternyata kita udah 1 taon bersama yah..
semoga langgeng terus.
Happy 1st anniversary 😘 https://t.co/06s5rIhLuO",positif
2020-10-31 07:26:00+00:00,Twitter for Android,Hi @byu_id mo nanya dong maksudnya kuota cuan apaan ya? Mohon maaf saya masih newbie nih wkwk https://t.co/BURYmQtozx,netral
2020-10-31 07:19:23+00:00,Twitter for Android,sinyal byU sama kaya sinyal telkomsel?,netral
2020-10-31 06:37:41+00:00,Twitter for Android,"Sayang banget ma nindi terus aja ya kasih bonus anniversary gini yaa, semoga kita makin langgeng 💙 @byu_id https://t.co/IpGVsIfNlC",positif
2020-10-31 06:33:28+00:00,Twitter for Android,ada dm dr byu tuh @eveyhvmmond,netral
2020-10-31 06:30:05+00:00,Twitter for Android,Admin @byu_id gak ada yg online kah?,netral
2020-10-31 06:27:53+00:00,Twitter for Android,"Masang wifi teu bisa, tadina kartu byu alus jadi hese jaringan oge. Goblog pisan",negatif
2020-10-31 06:21:49+00:00,Twitter for Android,Mau pasang template canva ku muter muter mulu ga jelas banget 😭 please lah byu sampe kuotaku habis please kerjasamanya,negatif
2020-10-31 06:16:29+00:00,Twitter for Android,"Gemes banget kek dapet surat😍
@byu_id https://t.co/FK8zmyJL3u",positif
2020-10-31 06:14:21+00:00,Twitter for Android,komplain cs di apliaksi gag respon...ini td beli kuota udh tf jg gag masuk2.... @byu_id,negatif
2020-10-31 05:53:36+00:00,Twitter Web App,"kenapa sinyal @byu_id jadi jelek gini deh, buka twitter, ig, yutub, gugel padahal wa sm tele lancar. Tolong perbaiki dong",negatif
2020-10-31 05:33:28+00:00,Twitter for Android,Kaget tiba-tiba dapet notif dikasih kuota gratis 2gb. Makasih banyaaakkk @byu_id 😍😍😍 https://t.co/5ycM3uSs91,positif
2020-10-31 05:26:54+00:00,Twitter for Android,Lama lama aku baper sama etminnya byu😳 https://t.co/tziGmDW87i,positif
2020-10-31 05:26:44+00:00,Twitter for Android,"Ku kira akan berbeda, ternyata sama aja bikin sakit kepala 🙃 @byu_id https://t.co/xouTdkNRnd",negatif
2020-10-31 05:23:18+00:00,Twitter for Android,Malem minggu nih gaes! Kuota Staycation Sama by.U nya masih ready kan buat nemenin begadang nanti malem?🤭,netral
2020-10-31 05:17:15+00:00,Twitter for Android,"Beli @byu_id ambil di @Indomaret dapat @Indomilk
Terima kasiihhhhh https://t.co/GW0Adzf61L",positif
2020-10-31 05:13:20+00:00,Twitter for Android,"Uyu munsi urubyiruko rwa bakorerabushake mu karere Ka kicukiro, rusoza u kwezi kwahariwe ibikorwa byu bukorerabusha… https://t.co/ZAElfxhJqz",irrelevant
2020-10-31 05:13:06+00:00,Twitter for Android,Happy 9 monthsary @byu_id makasih kuota gratisnyaa🤭 https://t.co/bpPk7jwN9I,positif
2020-10-31 05:10:51+00:00,Twitter for iPhone,Salah anjir post byu tadi dah deh di akun 1 lagi aja. 🤣👍🏻,netral
2020-10-31 05:03:22+00:00,Twitter for Android,Brok ini gimna tf sukses tp kuotanya blm masuk @byu_id,negatif
2020-10-31 04:56:12+00:00,Twitter for Android,Rasah dodolan perdana meneh ndak soyo lemot mbre @byu_id,negatif
2020-10-31 04:36:15+00:00,Twitter for Android,"Halooo @byu_id saya topup via virtual account, sudah berhasil tapi kuota saya blm nambah dan masih ada notif pembayaran.",negatif
2020-10-31 04:27:16+00:00,Twitter for Android,Hai mimin @byu_id plisssss cek dm dong,netral
2020-10-31 04:10:34+00:00,Twitter for Android,BYU BALES GW MAU UJIAN PLIS KUOTAAANYA GK MSUKKKK,negatif
2020-10-31 03:42:50+00:00,Twitter for Android,"makasih @byu_id, btw nindy siapa ya?? https://t.co/GgWwPolH18",positif
2020-10-31 03:31:04+00:00,Twitter for Android,Ayo ayo boikot semua biar banyak diskonan 😍😍 https://t.co/Hq8YOxBf1f,negatif
2020-10-31 03:22:04+00:00,Twitter for iPhone,Byu sinyalnya bikin assffjvmcidmcjmvkvn,negatif
2020-10-31 03:18:26+00:00,Twitter for iPhone,"Sinyalmu mengerikan,katanya ikut tower Telkomsel tapi ga ada sinyal dimana mana @byu_id",negatif
2020-10-31 02:44:43+00:00,Twitter Web App,"mau pake telkomsel sayang bgt sekali zoom sampe 1gb, mau pake byU hhhh koneksinya ga stabil seperty mood cewe",negatif
2020-10-31 02:22:33+00:00,Twitter for Android,"Suka bangets pakek @byu_id.
Tapi kok gak ada lagi ya yg 100K unlimited. Padahal itu cocok bangetss buat pelajar.",positif
2020-10-31 02:09:48+00:00,Twitter for Android,Obos gue galau nyetel lagu galau mulu kan gue jadi ikutan galau ☹️,netral
